Position	A1	A2	B1	B2
1:68012068	0	0	8.3	8.3
1:108085956	9.5	0	0	0
1:148703911	96.4	100	100	96
1:144845413	0	0	0	0
1:22412208	100	100	9.5	5.5
1:74253524	85.7	72	93.7	100
1:57476337	80.7	92.8	41.9	17.9
1:65323729	80	93	36.8	24
1:144975349	94.1	92.5	100	100
1:128467935	0	0	0	0
1:5268509	78.9	77.2	11.8	10.9
1:734608	60	63.6	0	0
1:155840445	100	100	92.8	81.8
1:45731283	65.6	80.6	10.7	0
1:68045789	0	96.4	100	100
1:145813345	0	0	0	0
1:145105372	90.9	96.8	100	100
1:73655133	42.8	72.7	0	0
1:111636978	100	100	95.6	96.8
1:57035734	0	0	0	0
1:108942150	95.8	96.1	100	100
1:150776349	96	95.4	100	100
1:73871371	0	0	100	100
1:150944007	0	0	0	0
1:96246166	0	0	0	0
1:74153939	85.7	84	100	100
1:57480968	58.2	57.1	7.6	6
1:145754714	93.3	95.4	100	100
1:131239280	0	0	0	0
1:71245950	73.6	75	96.4	97.1
1:98735811	100	95.8	96.1	93.3
1:130852706	100	83.3	95	88.8
1:148773512	0	6.4	0	3.5
1:44931487	100	95.2	60	76.9
1:141013063	0	0	0	0
1:152941540	0	0	0	0
1:77752371	0	0	3	0
1:71828500	25	100	92.3	56.2
1:147736913	0	0	0	0
1:56308728	7.6	7.1	0	0
1:110289521	0	0	0	0
1:130765792	0	0	0	0
1:114430811	0	3.5	0	2.6
1:87646268	5.8	5.2	0	0
1:73484636	0	0	0	0
1:145775462	100	100	100	100
1:145399967	96.9	93.3	67.8	63
1:46543740	0	0	0	0
1:147132321	0	5.5	0	5.2
1:67448637	3.7	0	0	0
1:15364206	0	0	0	0
1:68051990	94.1	100	100	100
1:72020199	0	0	0	0
1:157926752	86.3	87.8	0	0
1:157016093	100	100	90	100
1:144812618	0	0	0	0
1:145029136	0	0	0	0
1:153157694	100	100	100	100
1:147351972	90.9	91.6	100	100
1:155651326	92.8	100	87.5	100
1:146127958	87.5	100	90	100
1:107576148	0	0	0	0
1:145387718	92.5	82.6	46.1	70
1:151190357	100	100	100	100
1:6157762	100	100	100	91.6
1:150176739	100	100	90	100
1:73130720	94.1	91.3	96	100
1:153061204	93.7	65	50	83.3
1:143048259	0	0	0	5.2
1:83932238	94.1	70.5	100	100
1:146852278	90.9	96.4	97.2	100
1:146728585	0	0	76.1	68.1
1:131157888	90	100	100	100
1:132317520	42.8	16	0	0
1:148678889	81.8	93.3	0	0
1:6313901	93.3	90.4	94.7	91.3
1:142725462	50	56.5	61.5	75
1:64488337	0	0	0	0
1:147352321	89.4	95.6	100	97.5
1:154803169	93.3	92.3	0	6.9
1:42654854	0	0	0	0
1:67458755	0	0	0	0
1:66037587	0	0	0	0
1:145610156	0	0	0	0
1:145695780	0	0	0	0
1:128872205	33.3	53.8	100	96.8
1:2849265	90	100	90.9	95.2
1:144119119	31.5	52.5	6.8	2.4
1:72390543	0	0	0	0
1:479159	0	0	0	0
1:155841150	94.1	100	100	100
1:466364	91.6	100	100	100
1:148694529	96	95.2	100	100
1:57476142	67.9	72.4	10.5	9
1:150690944	0	0	0	0
1:67843222	4.1	16	0	0
1:10165740	0	0	0	0
1:146839360	88.2	94.4	100	100
1:37405631	85	95.4	100	100
1:148176984	0	24	0	0
1:141012756	0	0	0	0
1:73469890	0	0	0	0
1:132003179	0	0	0	0
1:147569666	95.6	87.5	100	100
1:42826191	0	0	0	0
1:150495411	94.7	94.1	100	86.9
1:112476467	90.4	97.2	81.2	72.9
1:147608732	53.8	86.9	94.1	96
1:154098963	100	100	100	100
1:155161981	100	96	0	0
1:35660032	0	0	0	0
1:150307949	0	0	0	0
1:922596	0	0	0	0
1:144936532	91.6	100	84.6	100
1:103845969	100	100	100	73.3
1:146390244	100	90.9	100	95
1:933202	0	4	95.4	96.8
1:95796467	12.5	3.3	0	0
1:47066202	33.3	28.1	7.3	0
1:154895839	16.6	21.7	100	100
1:3050398	0	0	0	0
1:7570551	100	85.7	23.5	46.1
1:143741452	95.6	91.3	23	35.7
1:118475834	0	0	0	0
1:56308563	0	0	0	0
1:143741143	100	100	68.4	73
1:145591949	100	100	93.7	94.4
1:35753213	0	0	0	0
1:144433718	100	100	100	100
1:120013269	86.3	95.6	0	0
1:144461538	100	100	100	100
1:85920503	11.7	0	0	0
1:43541330	0	0	0	0
1:141013218	0	0	0	0
1:150722789	94.4	89.6	94.4	96.1
1:131352466	0	0	0	0
1:114432137	0	0	0	0
1:66900442	0	0	0	0
1:157176588	4.7	5	29	25.8
1:57468590	50	75	5.7	3.6
1:2914657	0	7.1	0	0
1:147736930	0	0	0	0
1:145787529	96.5	92	100	86.3
1:77297365	83.3	100	100	40
1:84030157	0	0	0	0
1:142492115	0	0	0	0
1:65057602	93.3	93.7	93.7	100
1:126874612	0	0	0	0
1:155636578	92.8	100	100	100
1:68550212	0	0	0	0
1:142755734	100	87.5	100	92.3
1:70250134	100	92	100	92.3
1:82143716	100	100	100	100
1:73515885	0	0	0	0
1:83409036	8.3	7.1	0	0
1:5304923	85	90.9	13.8	7.6
1:144109109	94.4	90.6	25.3	19.3
1:131169652	0	22.2	0	0
1:143742026	100	100	16.6	36.8
1:132449779	36.8	47.8	8.3	4
1:155892106	100	96	85.1	100
1:128917192	0	0	0	0
1:129389149	93.7	93.7	3.4	2.8
1:41700305	0	0	0	0
1:16722399	80	80.9	0	9.3
1:131113930	60.8	40.9	0	0
1:72020048	0	0	0	0
1:76858583	93.7	100	78.9	90.9
1:67458705	0	0	0	0
1:112730316	0	0	0	0
1:128901305	92.3	92.8	0	0
1:128832451	92.3	100	100	95.8
1:152509634	12.5	0	96	97.1
1:155460839	100	100	80	100
1:80936811	0	0	0	0
1:146170221	94.7	96.2	100	100
1:151452336	0	0	0	0
1:5253556	91.9	92.9	40.6	30
1:100530003	100	100	100	100
1:44771279	100	100	100	100
1:145212818	100	85.7	100	100
1:136960667	0	0	0	0
1:131252715	0	0	0	0
1:143569423	92.8	100	100	100
1:68550419	0	0	4.3	0
1:143886394	80	82.1	100	100
1:144880944	100	96.4	100	95.6
1:10165733	0	0	0	0
1:1223162	0	0	0	0
1:57219343	58	51	7.5	5.6
1:147047075	84.2	100	100	94.4
1:119150873	0	0	0	0
1:115479806	0	0	0	0
1:147673306	100	100	100	100
1:131854017	0	0	3.8	0
1:146559211	0	0	3.1	3.2
1:1496513	0	0	0	5.8
1:75221944	100	100	93.3	100
1:109429890	92.3	93.3	100	100
1:71710172	0	0	0	0
1:60752461	91.6	100	100	100
1:44661787	54.5	72	12.1	16.6
1:154074249	100	100	100	100
1:70438417	0	0	0	0
1:150368161	90.9	56.2	0	31.4
1:57474763	90.6	93.4	29.7	18.6
1:144126126	94.5	84.2	19.5	10
1:144471932	100	92.3	100	100
1:68012406	0	6.2	0	0
1:10069745	0	0	0	0
1:2067485	0	0	0	0
1:67290819	0	0	0	0
1:147221061	95.2	100	100	95.6
1:5290971	81.8	88.8	30	13
1:138594126	100	93.3	100	94.7
1:44846013	100	100	100	100
1:26954523	3.7	3.7	0	0
1:143255204	0	17.3	0	0
1:24759832	94.7	89.6	100	96
1:146940993	76.4	63.6	100	100
1:81992644	0	0	0	0
1:145729252	93.7	95.4	100	96.2
1:122657852	92.8	95.8	100	94.4
1:125885571	0	0	0	0
1:137902581	0	0	0	0
1:154074308	100	89.4	100	92
1:144745086	94.7	54.5	0	60
1:143633738	0	0	0	0
1:1264661	0	0	0	0
1:154082195	58.3	80	96.7	97.3
1:146961632	95.4	100	86.6	100
1:108551743	0	0	7.1	0
1:147040759	100	100	100	100
1:71653592	0	0	0	0
1:147945813	94.7	100	93.7	100
1:98211076	0	0	0	0
1:145282835	0	0	0	3.1
1:154927713	94.1	88.2	100	100
1:81463938	0	0	9	0
1:2459343	100	100	94.1	100
1:128832253	100	100	100	26
1:127132660	7.1	0	0	0
1:121851942	3.4	5.5	0	0
1:3258549	41.6	8.3	0	0
1:67544705	0	0	0	0
1:71211899	100	100	100	90.9
1:104576619	100	88.8	100	100
1:146941092	70.5	77.2	100	90.9
1:70947182	0	0	8	0
1:3245258	94.1	82.1	100	93.5
1:73840636	100	92.8	0	0
1:67023614	88.2	94.7	69.2	94.4
1:147055018	100	95.2	100	100
1:144792096	66.6	100	100	100
1:145936045	94.1	94.4	100	100
1:146144194	89.4	100	92.3	100
1:126874937	0	0	0	0
1:5448577	12.5	9.5	0	0
1:135656782	21.4	10	0	2.4
1:150163514	0	0	0	0
1:82573996	0	0	0	0
1:123322590	0	0	0	0
1:146211928	100	94.4	100	100
1:133247722	92.3	92.3	83.3	100
1:1865311	92.3	100	100	93.7
1:129041081	0	0	0	0
1:148347393	0	0	0	0
1:68422350	0	0	0	0
1:145613816	100	100	95	87.5
1:138463035	100	100	100	100
1:67962730	0	3.3	0	0
1:70599534	96	96.1	100	100
1:128679797	0	0	0	0
1:88632601	0	0	0	0
1:153233765	0	0	0	0
1:66961594	91.6	100	90	90
1:98392516	0	0	0	0
1:88288933	0	0	0	0
1:107926884	0	0	4	5.4
1:155837458	100	100	92.3	100
1:146947242	0	0	0	0
1:148000097	16.6	50	0	0
1:146133579	85.7	83.3	95.4	96.1
1:145075419	0	0	0	0
1:96465269	100	96.1	100	100
1:151452246	0	0	0	0
1:73378761	100	95.8	100	96.5
1:70276524	2.9	0	0	0
1:158078769	7.1	8.3	10	0
1:66038406	0	0	0	4.3
1:133525802	0	0	0	0
1:73840632	100	92.8	0	0
1:8955867	0	0	0	0
1:79880110	36.3	38.4	90	100
1:97651232	0	5.2	0	0
1:8957476	10.3	0	0	0
1:151451632	100	94.1	0	0
1:73840352	86.6	100	0	0
1:97845728	0	0	0	0
1:108086971	0	0	0	4
1:145767896	73.3	92.3	93.5	97.2
1:98396625	0	0	12.5	20
1:118655568	0	0	10.3	13
1:154187154	0	0	0	0
1:137255455	71.4	58.8	92.3	100
1:121924748	4.3	2.6	0	0
1:140493703	0	0	0	0
1:145466079	100	90.4	6.2	9.5
1:145057571	93.7	82.3	95	100
1:144461535	93.7	86.6	100	92.8
1:143360832	94.1	87.5	100	85.7
1:71516260	0	0	0	0
1:155252750	100	100	100	100
1:145862190	0	0	85	94.7
1:117865109	92.3	80	100	100
1:69105119	100	100	100	96
1:154222622	92.8	100	0	0
1:71611337	0	0	0	0
1:46611717	100	96.7	60	88.8
1:18909674	0	0	0	0
1:151172505	100	95	96	100
1:6201156	0	0	0	0
1:5258129	81.2	81.8	6.6	8.3
1:1626621	0	0	0	0
1:136573529	0	3.3	0	0
1:135945490	0	0	0	0
1:2107784	0	0	0	0
1:2799558	100	100	100	100
1:153334824	0	0	0	0
1:95170509	0	0	0	0
1:74467613	0	0	0	0
1:6174137	100	100	4.3	3
1:75615113	0	0	0	0
1:104576580	90	100	100	64.2
1:83244341	0	0	0	0
1:128288098	14.2	9	0	0
1:97308105	0	0	0	0
1:145040338	50	27.2	18.1	5.2
1:144076049	100	100	39.1	33.3
1:145695594	0	0	0	0
1:41699182	100	100	0	0
1:112702179	0	0	5.5	0
1:144910446	100	95	100	100
1:151402671	93.3	100	97.1	94.1
1:1187871	0	0	0	0
1:115836784	0	5.8	0	0
1:401222	0	5.8	7.1	0
1:147343460	90.9	100	100	91.6
1:81463860	10	0	0	0
1:144845526	0	0	0	0
1:117952955	0	0	0	5.5
1:144866896	100	96.4	100	100
1:145813491	0	0	0	0
1:50334213	0	0	4.5	0
1:127041412	0	0	0	0
1:155752788	100	100	0	0
1:144866852	94.4	100	100	93.7
1:156640620	100	94.7	0	0
1:144845395	0	5	0	0
1:147066974	18.1	22.8	0	0
1:1264599	0	0	0	0
1:108553289	0	0	0	0
1:34922229	73.4	67.3	4.3	3.3
1:144561862	94.1	95.8	90.9	94.4
1:138815288	100	100	0	0
1:29318553	96.1	94.5	45.4	27.2
1:142492094	4.5	5.5	0	0
1:145536030	94.4	100	100	100
1:55675982	93.7	100	50	54.5
1:150307773	0	0	0	0
1:83443126	0	0	3.2	0
1:71221501	91.6	92.8	93.3	90.9
1:121879999	0	0	6.6	0
1:147352876	83.3	73.9	93.1	100
1:18909287	0	0	0	3.8
1:152694631	0	3.5	0	0
1:131682456	100	93.7	100	100
1:155951253	100	100	100	100
1:1822150	7.6	2.5	0	2.6
1:146490937	0	0	0	0
1:146321122	4.5	13	100	100
1:1264698	0	0	0	0
1:98510894	0	0	4	0
1:157071426	100	96.1	91.6	100
1:1914504	100	93.7	100	90.9
1:138680917	52.6	88.8	0	0
1:41876835	86.6	90.9	100	94.4
1:150674857	3.8	21.2	0	0
1:110277904	0	4.5	0	0
1:118657753	0	0	4.3	0
1:1973142	100	100	100	100
1:136961364	0	6.2	0	4.5
1:155776046	92.8	100	0	0
1:138815304	100	95.2	0	0
1:130003158	55.1	65.3	96.4	100
1:242618	0	0	0	3.7
1:135945444	0	0	0	0
1:77596373	0	0	0	0
1:66212765	0	0	0	0
1:153046576	70.5	84.2	100	100
1:121868780	0	4.3	0	0
1:109662196	0	0	0	0
1:73470710	0	0	0	0
1:145215818	95.6	94.7	100	93.3
1:71867035	6.2	0	0	0
1:154922087	0	0	13.3	0
1:152670290	100	100	100	100
1:44889710	62.5	43.7	0	5
1:121897874	21	20.8	0	2.6
1:155752474	100	95.8	0	0
1:112817182	0	8.3	0	0
1:35136497	93.7	95	100	96.5
1:157268542	0	0	0	0
1:146031992	22.2	15	18.1	0
1:279803	100	93.3	100	100
1:111353959	61.5	57.1	100	100
1:142852201	100	91.6	100	100
1:153495060	0	5	0	0
1:150943852	0	0	0	0
1:71210644	93.7	87.5	100	100
1:152361636	0	0	100	55.5
1:153494704	0	0	0	0
1:111686660	0	0	0	0
1:74068424	90	60	100	95
1:136064132	100	94.7	58.3	41.3
1:5234031	95.6	88.8	40	13.3
1:3110930	100	100	84.6	89.4
1:71611161	0	0	0	0
1:154923658	0	0	0	0
1:73550952	84.6	85.7	93.3	100
1:142491914	5	0	0	0
1:69546136	100	95.2	100	96
1:146049593	90.9	100	100	94.4
1:154418257	0	0	69.2	33.3
1:144272568	94.7	95.4	100	88.2
1:143733155	8.3	11.1	95	100
1:131578718	0	0	0	0
1:2204616	0	0	0	2.5
1:44977416	3.4	2.6	0	0
1:144494369	0	0	0	0
1:132449896	3.4	4.7	0	0
1:44965462	0	0	0	0
1:143581136	90	100	95.8	100
1:146961881	89.4	100	95.8	95.6
1:145813498	0	0	0	0
1:95796216	11.1	0	0	0
1:154923406	0	0	0	0
1:41700925	0	0	0	0
1:99076088	0	0	0	0
1:148694462	43.7	54.5	66.6	64.7
1:73516204	0	0	0	0
1:134189008	0	0	0	0
1:146053928	75	84.3	96.7	100
1:133526498	0	0	0	0
1:10069562	0	0	4.1	3.2
1:82270997	95	100	0	0
1:130107802	4.1	0	0	0
1:148776986	0	0	0	0
1:178985	0	27.2	0	0
1:71286704	0	0	0	0
1:1750798	90	100	100	91.6
1:143511506	100	100	95	100
1:1264805	0	0	5	7.6
1:70996406	0	0	0	0
1:6475455	5.8	0	0	0
1:68422598	0	0	0	0
1:144729655	0	0	2.8	0
1:154963108	100	100	84.2	100
1:143645569	92.5	100	100	100
1:147571817	94.4	100	80	59
1:1829655	0	2.9	0	0
1:144129275	81.8	60	0	0
1:50881324	0	0	0	0
1:59433584	100	100	0	0
1:87048285	84.2	57.1	37.5	35
1:10069220	0	0	0	0
1:147766627	100	100	100	100
1:74072390	91.3	86.9	100	100
1:129041632	0	0	0	0
1:1496452	0	0	5.2	0
1:145696198	0	0	0	0
1:146307100	90.9	81.2	100	94.1
1:147587072	100	100	15.7	10
1:150228496	100	89.4	26	42.8
1:10070122	0	0	0	0
1:80225415	100	100	0	0
1:128917150	0	0	0	0
1:153212660	71	78.7	12	5
1:44977400	3.4	2.6	0	0
1:145387785	44.4	69.5	7.4	10
1:146667124	95	100	100	100
1:73211950	15	14.2	0	0
1:145075359	0	0	0	0
1:116220027	94.1	95.6	100	100
1:136676647	0	0	0	0
1:106969536	100	100	100	100
1:71710436	0	0	0	0
1:40608202	0	0	0	0
1:9046795	100	91.8	96.2	80.7
1:155989632	100	100	100	95.6
1:57460766	88	89.9	10.4	7.2
1:150047859	0	2.2	0	2.9
1:93470363	0	0	0	0
1:73776659	7.6	0	0	0
1:130003215	89.2	83.8	100	96.4
1:131564926	0	0	4.7	0
1:154221411	100	100	89.4	90.4
1:133226570	20	8.3	10	5.8
1:143740113	100	92.3	26.4	12.9
1:74000514	100	92	100	39.1
1:150776374	100	100	100	100
1:83554068	75	75	100	92.3
1:121908274	20	5	0	0
1:147308009	81.8	93.7	92.8	100
1:143369168	88.2	100	73.3	96.5
1:37867034	0	0	0	0
1:121917474	8.3	12.5	0	0
1:144443537	94.1	90.4	96	96.4
1:128917051	0	0	0	0
1:155840826	100	95.6	100	94.4
1:83244623	0	0	3.5	0
1:150458796	100	100	100	100
1:85951783	56.2	44	0	0
1:136055389	11.7	9	0	0
1:1777177	0	0	4	0
1:88026838	100	100	100	100
1:57443465	72.7	52	4.3	6.3
1:47545856	100	90.9	100	100
1:71839936	0	0	0	0
1:69917189	0	0	0	0
1:97308044	0	0	0	0
1:80187333	0	0	0	0
1:150029715	94.1	100	4.7	12.1
1:83245303	0	0	0	0
1:140913067	0	0	0	0
1:3721792	100	94.7	2.4	5
1:148131941	100	88.8	6	0
1:147361736	94.4	90	96.5	100
1:154064272	0	3.4	100	100
1:31242571	6.6	4.7	3.7	0
1:146206349	91.6	100	100	100
1:146843793	0	0	4.1	0
1:146436566	0	0	0	0
1:83532244	0	0	6.2	0
1:151402798	100	100	100	100
1:117954322	0	0	0	0
1:88389552	0	0	0	0
1:124939928	89.3	85.3	32.9	17.6
1:146915442	95	78.2	100	95.6
1:150745833	75	35.7	68.1	94.4
1:67448589	0	0	0	0
1:148773857	0	10.5	0	0
1:118537429	5	4.1	0	0
1:47069001	93.7	92.3	0	0
1:16242889	84	94.1	69.5	56.7
1:143696995	93.7	53.8	94.1	100
1:83557822	8.3	0	0	0
1:88111844	0	0	0	0
1:155147718	94.7	100	100	100
1:157171174	100	100	0	0
1:151271456	0	0	0	0
1:81064040	0	0	0	0
1:145107680	100	93.7	0	0
1:126987689	0	0	0	0
1:146436836	0	0	0	0
1:145705699	94.1	93.3	95	95
1:153494945	0	4.3	3.8	0
1:144427990	90	86.4	96.1	100
1:88075437	0	0	0	0
1:36721947	0	0	0	0
1:145212255	100	100	100	100
1:5255480	100	95.6	35.7	29.1
1:148773732	0	8.3	0	0
1:150675380	16.6	6.2	0	0
1:136045756	90	81.8	95	100
1:155787911	93.7	95.8	100	100
1:147133133	5.2	0	0	0
1:146977265	94.4	97	94.1	100
1:136089455	88.8	96.1	96.2	96.4
1:147421406	90	87.5	100	96.4
1:69282230	96.6	100	100	95.2
1:144729676	0	0	0	0
1:128917007	0	0	0	0
1:147131969	10.5	14.7	0	0
1:147383783	71.4	70.3	100	100
1:85920548	0	0	0	0
1:1776460	0	3.5	0	0
1:108086335	10	0	0	0
1:143597866	100	100	93.7	96.4
1:155272055	95.6	97.2	100	100
1:8810565	0	0	0	0
1:72608391	0	0	0	0
1:147587046	94.1	94.1	10.5	5
1:147063881	84.6	85	100	100
1:141638134	77.7	80	100	73.3
1:154803087	100	100	6.6	11.3
1:153817983	91.6	100	94.7	85.7
1:1937717	100	90.9	17.8	12.9
1:136508050	100	94.7	100	100
1:150961779	7.1	0	0	0
1:147025173	86.6	96.4	100	100
1:152873135	0	0	0	0
1:279793	100	90	100	96.6
1:146036030	25	30	91.6	94.7
1:18232781	0	7.6	0	0
1:108551699	0	0	0	0
1:155010115	0	0	0	0
1:130765674	0	0	0	3.3
1:143513709	100	90.9	93.3	100
1:80935675	75	100	10.5	0
1:128917116	6.2	7.4	2.6	0
1:78443137	100	92.3	94.7	100
1:73920178	31.8	21	0	0
1:107927972	0	0	0	0
1:116108162	82.6	83.8	17.3	10.2
1:131834515	0	0	0	0
1:741996	95.2	95.8	100	100
1:126002031	100	100	100	100
1:144121791	94.1	97.4	61	49.2
1:146566776	100	96.7	89.4	100
1:34830677	68.2	76.8	9.7	11.5
1:136627647	0	42.1	95.8	100
1:135643988	100	84.6	100	100
1:154220076	60	100	5.2	0
1:5272670	85	85.7	36.6	18.1
1:71710152	0	0	0	0
1:153971784	0	0	0	0
1:150054451	0	0	4.7	0
1:102995938	4.5	0	0	0
1:133525107	0	0	3.7	0
1:1224137	0	0	0	0
1:153157175	100	93.7	100	100
1:129041650	0	0	0	0
1:128917027	0	0	0	8.3
1:108552135	0	0	0	10
1:127188302	100	91.6	51.8	100
1:157171692	92.8	93.7	0	0
1:109746944	100	100	100	100
1:8848043	95.8	96.4	95.8	97
1:3257448	0	0	0	0
1:151452910	0	0	0	0
1:144005936	0	0	7.6	0
1:151199325	0	0	0	0
1:22248017	88.8	100	100	94.1
1:150735289	100	94.1	100	93.7
1:147654185	0	0	0	5.2
1:37875570	0	0	0	0
1:153624885	94.7	100	100	100
1:67028481	0	4.7	0	0
1:44849744	75	68.7	83.3	68.4
1:147422296	93.7	92.3	100	100
1:150886788	90.4	100	96.6	92.8
1:150145924	78.5	76.1	28.5	20.8
1:118656450	0	0	0	3.1
1:115479030	0	0	0	4.3
1:68550367	0	0	0	0
1:132447408	0	0	0	0
1:154073963	100	100	100	92.6
1:119150663	0	0	0	0
1:91907134	91.1	92	100	100
1:154922325	14.2	11.1	0	0
1:44802127	0	0	0	0
1:65463791	0	0	0	0
1:55395094	100	100	76.9	73.3
1:121908349	5.2	15.1	0	0
1:115479851	0	0	0	0
1:124953147	91	86.9	28.5	12.3
1:151295186	93.3	100	95	100
1:94741976	0	0	0	0
1:147653915	0	0	0	0
1:83557736	0	0	0	0
1:143538732	0	0	14.2	9.2
1:45735587	43.4	47.7	3.3	3.4
1:122910717	0	0	0	0
1:110288478	28.5	17.8	7.1	3.3
1:144676870	0	0	0	0
1:118655619	0	0	3.4	4.3
1:31242493	5.5	0	0	0
1:88389510	0	0	0	0
1:83244611	0	0	0	0
1:26954979	0	0	0	0
1:74051455	0	0	0	0
1:111685802	0	4	0	0
1:145779814	95.4	96	100	100
1:667133	100	100	90	100
1:147041505	100	88	90.9	100
1:115479868	0	0	0	0
1:144006005	0	0	0	7.1
1:145635868	0	25	100	100
1:68864561	0	0	0	0
1:112777526	0	0	0	0
1:83127475	93.7	88.2	95.4	100
1:145610031	0	0	0	0
1:133439513	0	0	0	0
1:100028115	4.3	19	0	0
1:4405586	90	100	100	94.4
1:147556312	93.3	96.5	48.4	0
1:81593101	0	5.2	2.6	3.7
1:145696287	0	0	0	0
1:153157187	94.7	100	75	100
1:70032198	93.3	91.3	88.2	91.6
1:133439494	0	0	0	0
1:142491597	0	0	0	0
1:57219374	82.4	78.2	11	11.5
1:50881340	0	0	0	0
1:150535923	100	96.1	100	100
1:73820643	53.3	52.9	12.5	4
1:128872073	60	93.7	100	94.4
1:154038977	94.7	92.3	100	100
1:144122324	70.8	62.9	2	6.2
1:145041402	0	0	0	0
1:2457551	100	96	96.2	95.8
1:155112522	94.4	89.4	100	100
1:146490915	0	0	0	0
1:147585281	94.4	94.1	100	100
1:144074837	62.5	75	22.2	23
1:151402695	100	95	97.1	88.8
1:90307668	68.4	76.9	4.1	0
1:151349601	100	100	100	94.7
1:145028983	0	0	0	0
1:112605592	93.3	93.3	100	100
1:155305114	100	91.6	100	100
1:154803137	93.3	96.1	0	25
1:147343512	90.9	100	100	100
1:131149364	95	100	23.8	30.7
1:145695640	0	0	5.8	0
1:1407326	0	0	0	0
1:3256955	0	0	0	0
1:150670370	0	2.9	0	0
1:112031708	100	100	15.7	14.2
1:134189128	0	0	0	0
1:140335953	100	95.6	93.3	100
1:111857024	0	0	0	0
1:125884131	0	0	0	0
1:125884126	0	0	0	0
1:143705194	92.8	83.3	100	100
1:138814726	89.4	40	0	0
1:1865539	91.6	100	97.4	96.7
1:83539813	0	0	0	0
1:143021105	95.4	94.1	6.6	7.1
1:74179028	100	90	100	100
1:155338570	100	100	0	0
1:146594995	100	100	100	100
1:147790478	95.2	100	93.7	100
1:143886425	86.6	92.8	100	84.6
1:59179758	0	0	0	0
1:81464281	0	4.1	0	0
1:66900384	0	0	0	0
1:79987869	100	100	94.7	100
1:45058302	100	94.7	100	100
1:5235307	96	84.4	13.7	20.8
1:242592	0	0	0	3.8
1:114431849	0	0	0	0
1:144592162	75	95.6	100	100
1:145229603	22.2	10	95	100
1:5274401	89.4	87	9.5	15.7
1:154927659	94.1	100	100	100
1:147760882	100	94.7	100	94.1
1:53169722	0	0	0	3.5
1:111685809	0	0	0	0
1:100877996	0	0	0	0
1:107878966	0	0	0	0
1:147587062	100	100	21	5
1:120129934	0	3.5	0	0
1:74041212	0	7.1	0	0
1:121880651	0	0	0	15.3
1:146768143	0	0	0	0
1:112816272	0	0	0	0
1:46356272	0	0	0	0
1:59064339	0	0	0	0
1:140046301	0	0	0	0
1:144805402	100	96.4	100	100
1:61425809	100	83.3	93.3	90
1:151270090	0	0	0	0
1:69916885	0	0	0	0
1:71840135	0	0	0	0
1:127041748	0	0	0	0
1:144690480	0	0	0	0
1:147002160	0	0	11.7	18.1
1:69899407	80	95.6	100	57.6
1:148232596	91.3	82	95.8	75.7
1:150383636	95.2	100	95	100
1:5259490	10	20.9	0	4.6
1:108086407	0	0	0	0
1:155475515	100	95.4	100	100
1:112031617	100	100	5	0
1:151420396	100	100	100	100
1:88111610	0	0	0	0
1:155786376	100	100	100	100
1:155108729	42.8	93.5	36.6	100
1:153494748	5.2	0	0	0
1:119438244	0	0	0	0
1:5236227	68.2	70.2	6.6	4.3
1:74431326	100	100	100	100
1:117952992	0	0	0	0
1:128468015	0	7.6	0	0
1:98510953	0	4	0	5
1:152940383	94.4	100	100	90.4
1:69039382	0	0	0	0
1:146273945	100	85	100	100
1:132003190	4.3	3.3	0	0
1:154064748	80	80	100	90.4
1:146696699	87.5	91.6	100	100
1:153049616	94.1	100	100	100
1:6311609	80	90.4	100	100
1:154268924	100	95.2	100	100
1:145607975	100	100	100	100
1:71710439	0	0	0	0
1:28972704	0	0	0	0
1:140045736	0	0	0	0
1:111644256	100	95.4	100	100
1:155512116	100	96.9	100	100
1:145674274	95.2	83.8	100	97.7
1:57449834	78.1	75.3	24.3	14.6
1:67458734	0	0	0	0
1:130409193	0	0	0	0
1:131834107	0	0	0	0
1:146321040	0	0	93.7	97.2
1:147942775	100	100	100	95.8
1:130108192	0	0	0	0
1:67852606	100	100	7.4	0
1:26473994	94.4	100	39.4	41.1
1:128885734	100	95	100	100
1:154862281	95.2	100	100	94.2
1:150029274	96.1	96.9	9.3	15.9
1:143741249	95	94.4	29.1	32.1
1:152514635	0	0	96.4	100
1:5268341	85.1	87.7	14.3	12.9
1:138960188	90	82.3	84.6	62.5
1:68052092	100	95.4	100	100
1:145522154	100	92.3	100	100
1:144845738	0	0	0	0
1:22290246	0	0	0	0
1:107181456	19	2.3	0	0
1:155741456	100	100	31.2	10
1:68327997	100	100	95	95
1:88026791	94.1	100	100	100
1:108552411	0	0	0	0
1:13549771	13.7	58.6	12.1	10.3
1:18993420	0	0	0	0
1:68422333	0	0	0	0
1:8812584	15.7	24	0	0
1:83185551	100	96.5	100	100
1:146036701	0	0	76.1	60.7
1:144677227	0	0	0	0
1:71247691	0	0	0	0
1:84440720	0	0	0	0
1:150943339	0	0	0	0
1:150275503	100	96.7	100	95
1:125884068	0	0	0	0
1:147856652	0	0	0	0
1:16193993	88.8	78.5	92.8	100
1:78067153	50	62.5	93.3	92.3
1:152890039	94.4	100	48.1	100
1:9607898	0	0	0	0
1:152361667	0	0	100	59.2
1:135657402	3.8	0	0	0
1:155802098	100	100	0	0
1:155301213	0	0	0	0
1:73920091	36.3	21	5.5	0
1:147354042	84.6	82.3	100	100
