Ensembl Gene ID	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSBTAG00000047650	NXPH4	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]	5	56548139	56556988	-1
ENSBTAG00000004994			18	43927222	43929798	-1
ENSBTAG00000031941	PEPD	peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]	18	44018758	44137173	-1
ENSBTAG00000010830	LRP1	LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]	5	56562309	56641157	-1
ENSBTAG00000047670	CHST8	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	18	44305869	44378890	1
ENSBTAG00000007206	STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	4	94153704	94200845	1
ENSBTAG00000017956	KCTD15	potassium channel tetramerization domain containing 15 [Source:HGNC Symbol;Acc:HGNC:23297]	18	44405531	44420644	1
ENSBTAG00000009830	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	15	53907206	53922643	1
ENSBTAG00000010784	ABT1	activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]	23	31278371	31281323	-1
ENSBTAG00000021949	NEFL	neurofilament, light polypeptide [Source:HGNC Symbol;Acc:HGNC:7739]	8	73180100	73184369	-1
ENSBTAG00000007619	PUSL1	pseudouridylate synthase-like 1 [Source:HGNC Symbol;Acc:HGNC:26914]	16	52586830	52589663	-1
ENSBTAG00000014903	ABCA3	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]	25	1796660	1828217	-1
ENSBTAG00000026893	EXOC3L4	exocyst complex component 3-like protein 4  [Source:RefSeq peptide;Acc:NP_001192859]	21	69418979	69428146	1
ENSBTAG00000031778	HIST1H2BD	histone cluster 1, H2bd [Source:HGNC Symbol;Acc:HGNC:4747]	23	31554350	31555332	-1
ENSBTAG00000005955	RSPH3	radial spoke 3 homolog [Source:HGNC Symbol;Acc:HGNC:21054]	9	96765677	96782003	-1
ENSBTAG00000035995	TNFAIP2	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]	21	69455152	69466051	1
ENSBTAG00000008849	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	3	34150876	34214025	1
ENSBTAG00000047756	CNTROB	centrobin, centriole duplication and spindle assembly protein [Source:HGNC Symbol;Acc:HGNC:29616]	19	28224425	28238427	1
ENSBTAG00000031327	TRMT61A	tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]	21	69817755	69824185	1
ENSBTAG00000013191	AGRN	agrin [Source:HGNC Symbol;Acc:HGNC:329]	16	52674207	52712338	-1
ENSBTAG00000021199	APOPT1	apoptogenic 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:20492]	21	69847359	69873999	1
ENSBTAG00000008773	GUCY2D	guanylate cyclase 2D, retinal [Source:HGNC Symbol;Acc:HGNC:4689]	19	28274099	28288583	1
ENSBTAG00000002402	IGF2R	cation-independent mannose-6-phosphate receptor precursor  [Source:RefSeq peptide;Acc:NP_776777]	9	97638172	97740003	1
ENSBTAG00000006760	OTX1	orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]	11	61479110	61482379	1
ENSBTAG00000045625	NTN3	netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030]	25	1977342	1979953	1
ENSBTAG00000017223	MEST	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	4	95066962	95079685	1
ENSBTAG00000005458			25	1981117	2004112	1
ENSBTAG00000017814	LGI4	leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]	18	46040472	46049240	-1
ENSBTAG00000020402	TDRD9	tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]	21	70123917	70233306	1
ENSBTAG00000014543	PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	4	96581220	97047201	-1
ENSBTAG00000017033	LSR	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]	18	46155527	46163315	1
ENSBTAG00000000365	TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]	23	32849318	32861445	1
ENSBTAG00000015848	PHKA1	phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]	X	83004459	83217747	1
ENSBTAG00000024723	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906]	4	97318802	97612111	-1
ENSBTAG00000017044	MAG	myelin-associated glycoprotein precursor  [Source:RefSeq peptide;Acc:NP_001035660]	18	46184320	46200720	1
ENSBTAG00000040390	EBF2	early B-cell factor 2 [Source:HGNC Symbol;Acc:HGNC:19090]	8	74118850	74327065	-1
ENSBTAG00000001271	PLG	PLG protein; Plasminogen  [Source:UniProtKB/TrEMBL;Acc:A7E350]	9	98016582	98064203	-1
ENSBTAG00000015087	KLHL35	kelch like family member 35 [Source:HGNC Symbol;Acc:HGNC:26597]	15	55380885	55387365	-1
ENSBTAG00000015773	LRGUK	Bos taurus leucine-rich repeats and guanylate kinase domain containing (LRGUK), mRNA. [Source:RefSeq mRNA;Acc:NM_001192687]	4	98639420	98791780	1
ENSBTAG00000011771	FICD	FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]	17	66628656	66632360	-1
ENSBTAG00000018373	DPYSL2	dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	8	75089346	75168436	1
ENSBTAG00000017194	ASPG	asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]	21	70269910	70292666	1
ENSBTAG00000018730	ZBTB17	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	16	52852315	52881022	1
ENSBTAG00000019103		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1MJP9]	25	2206391	2209499	1
ENSBTAG00000004979	MRS2	MRS2, magnesium transporter [Source:HGNC Symbol;Acc:HGNC:13785]	23	33038551	33077190	-1
ENSBTAG00000021904	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	21	70313782	70351845	1
ENSBTAG00000006592	SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	17	67284515	67335715	1
ENSBTAG00000007187	INF2	inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]	21	70827525	70839732	1
ENSBTAG00000012683	SRRM2	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]	25	2286717	2304536	-1
ENSBTAG00000005607	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]	X	83572299	83601869	1
ENSBTAG00000007668	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]	9	98239672	98376380	-1
ENSBTAG00000044022	KIAA1671	KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]	17	67407099	67536194	1
ENSBTAG00000018996	PARK2	E3 ubiquitin-protein ligase parkin  [Source:RefSeq peptide;Acc:NP_001185994]	9	98421510	99568077	-1
ENSBTAG00000004088	CRYBB2	crystallin beta B2 [Source:HGNC Symbol;Acc:HGNC:2398]	17	67560185	67571022	1
ENSBTAG00000000005	ADRBK2	beta-adrenergic receptor kinase 2  [Source:RefSeq peptide;Acc:NP_776925]	17	67669019	67758720	1
ENSBTAG00000017616	ADSSL1	adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]	21	70845971	70861972	1
ENSBTAG00000000698	MYO18B	myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150]	17	67768324	68000455	1
ENSBTAG00000032093	SPINK4	Bos taurus serine peptidase inhibitor, Kazal type 4 (SPINK4), mRNA. [Source:RefSeq mRNA;Acc:NM_001114522]	8	76329357	76348121	1
ENSBTAG00000017636	AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	21	70878138	70895537	-1
ENSBTAG00000015485	C6orf118	chromosome 6 open reading frame 118 [Source:HGNC Symbol;Acc:HGNC:21233]	9	101942117	101966174	-1
ENSBTAG00000004802	CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	21	70919570	70983506	1
ENSBTAG00000002478	AGMAT	agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]	16	53199433	53208249	1
ENSBTAG00000046556	SOX4	SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]	23	36292362	36293944	-1
ENSBTAG00000016519	MBOAT1	membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]	23	37498572	37608778	1
ENSBTAG00000015160	PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	21	70999273	71004734	1
ENSBTAG00000018681	T	T brachyury transcription factor [Source:HGNC Symbol;Acc:HGNC:11515]	9	102666696	102676022	-1
ENSBTAG00000002993		SFT2 domain containing 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q3SYY5]	9	102827388	102842498	-1
ENSBTAG00000019920	BICDL2	BICD family like cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:33584]	25	2446821	2454362	-1
ENSBTAG00000020543	UPK1A	uroplakin 1A [Source:HGNC Symbol;Acc:HGNC:12577]	18	46584258	46592353	1
ENSBTAG00000027879			9	102880277	102893601	-1
ENSBTAG00000015802	CREB3L2	cyclic AMP-responsive element-binding protein 3-like protein 2  [Source:RefSeq peptide;Acc:NP_001096003]	4	102401898	102529709	-1
ENSBTAG00000023611	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]	18	46616259	46619888	1
ENSBTAG00000021741	RPS6KA2	ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]	9	102918982	103074109	-1
ENSBTAG00000001537	TSKU	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]	15	56961320	56974713	1
ENSBTAG00000016424	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	25	2478689	2488857	1
ENSBTAG00000024496		Chymotrypsin-like elastase family member 2A; ELA2A protein  [Source:UniProtKB/TrEMBL;Acc:A7YWU4]	16	53272046	53288451	-1
ENSBTAG00000001105	ANXA4	annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]	11	68070487	68144492	1
ENSBTAG00000017967	PTGES3	prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]	5	57091367	57112468	1
ENSBTAG00000005572	ZNF205	zinc finger protein 205 [Source:HGNC Symbol;Acc:HGNC:12996]	25	2556670	2565296	1
ENSBTAG00000026408	ZNF213	zinc finger protein 213 [Source:HGNC Symbol;Acc:HGNC:13005]	25	2573737	2576729	1
ENSBTAG00000037832	ASPHD2	aspartate beta-hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30437]	17	68354300	68362110	1
ENSBTAG00000021407			25	2578661	2583865	1
ENSBTAG00000016939	C2orf42	chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]	11	68446369	68485438	-1
ENSBTAG00000031481	TTLL2	tubulin tyrosine ligase like 2 [Source:HGNC Symbol;Acc:HGNC:21211]	9	103520047	103528856	-1
ENSBTAG00000014530	NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	3	35969787	36337030	-1
ENSBTAG00000021151	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	19	28680825	28800880	-1
ENSBTAG00000012288	TFIP11	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]	17	68420067	68436273	-1
ENSBTAG00000005557	AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	9	103847559	103927133	1
ENSBTAG00000018416	CCDC42	coiled-coil domain containing 42 [Source:HGNC Symbol;Acc:HGNC:26528]	19	28873595	28886401	-1
ENSBTAG00000046364		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1
ENSBTAG00000015606	KAZN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]	16	53641326	53773013	-1
ENSBTAG00000046346	PACS2	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]	21	71291846	71316837	1
ENSBTAG00000021735	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]	11	68745032	68963585	1
ENSBTAG00000005946	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:HGNC Symbol;Acc:HGNC:12611]	1	87949654	88075267	-1
ENSBTAG00000010161	CCL21	C-C motif chemokine 21 precursor  [Source:RefSeq peptide;Acc:NP_001033165]	8	77421389	77422532	-1
ENSBTAG00000010464	MN1	MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]	17	69431677	69478074	-1
ENSBTAG00000002460	ACTL6A	actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]	1	88129517	88160918	-1
ENSBTAG00000021073	KIAA1549	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]	4	103305514	103380070	-1
ENSBTAG00000012137	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	19	29084419	29269338	1
ENSBTAG00000047606	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]	21	71352590	71373975	1
ENSBTAG00000014250	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]	4	103454361	103465193	-1
ENSBTAG00000007694	KIF25	kinesin family member 25 [Source:HGNC Symbol;Acc:HGNC:6390]	9	103936143	103982549	1
ENSBTAG00000005014	LCLAT1	lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]	11	69204181	69321396	-1
ENSBTAG00000012938	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]	23	41165798	41302731	-1
ENSBTAG00000020513			X	84738870	84745441	-1
ENSBTAG00000001151	APLP1	amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]	18	46754202	46764958	1
ENSBTAG00000026111	LBH	limb bud and heart development [Source:HGNC Symbol;Acc:HGNC:29532]	11	69592079	69618485	-1
ENSBTAG00000009620	WDR27	WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248]	9	104927415	105066196	-1
ENSBTAG00000012892	C22orf31	chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:26931]	17	70539385	70542488	-1
ENSBTAG00000000120	USP43	ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072]	19	29518150	29572290	1
ENSBTAG00000023523	GKAP1	G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]	8	78327713	78418760	-1
ENSBTAG00000016189			16	55466079	55466692	1
ENSBTAG00000017738	EMID1	EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]	17	70643238	70683856	1
ENSBTAG00000009726	KLHL12	kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]	16	55494272	55516370	-1
ENSBTAG00000019027	SLC30A7	solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]	3	42465567	42559234	-1
ENSBTAG00000014021	UBN2	ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]	4	103594501	103689157	1
ENSBTAG00000020109	TRAP1	Heat shock protein 75 kDa, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q2TBI4]	25	2995416	3044580	-1
ENSBTAG00000012039	PHACTR1	phosphatase and actin regulator 1  [Source:RefSeq peptide;Acc:NP_001179840]	23	43052892	43647528	-1
ENSBTAG00000008134	BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	15	59164541	59200908	-1
ENSBTAG00000031802	SPATA16	spermatogenesis associated 16 [Source:HGNC Symbol;Acc:HGNC:29935]	1	94965198	95364350	1
ENSBTAG00000019107	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	19	29670744	29876650	-1
ENSBTAG00000011762	ANKRD52	ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]	5	57399590	57411330	1
ENSBTAG00000016629	ADCY9	adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]	25	3242404	3344129	-1
ENSBTAG00000025337	MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	19	29956798	30003344	-1
ENSBTAG00000014995	THAP8	THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191]	18	46891652	46905704	-1
ENSBTAG00000013150	THOC5	THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]	17	70837284	70867949	-1
ENSBTAG00000020956	MPPED2	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]	15	61947697	62158984	-1
ENSBTAG00000007871	SNX12	sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976]	X	84852014	84860773	1
ENSBTAG00000006320	DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	3	43189905	43230271	1
ENSBTAG00000013153	NF2	neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]	17	70895108	70966968	1
ENSBTAG00000010874	GHSR	growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267]	1	95795892	95799185	1
ENSBTAG00000009199	GLIS2	GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]	25	3492818	3497250	1
ENSBTAG00000004561	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	15	63356631	63384294	-1
ENSBTAG00000020225	TBXAS1	thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]	4	104133819	104307005	1
ENSBTAG00000009200	PAM16	presequence translocase associated motor 16 homolog [Source:HGNC Symbol;Acc:HGNC:29679]	25	3499875	3505894	-1
ENSBTAG00000009201		Coronin  [Source:UniProtKB/TrEMBL;Acc:F1MFD6]	25	3508280	3561345	-1
ENSBTAG00000009543	ESYT1	extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]	5	57504094	57518152	-1
ENSBTAG00000002452	ASCC2	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]	17	71057877	71093887	-1
ENSBTAG00000001250	TFAP2A	transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]	23	45480546	45499034	1
ENSBTAG00000001016	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]	8	80545455	80633397	1
ENSBTAG00000018999			25	3754935	3791613	1
ENSBTAG00000011742	TNIK	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]	1	96789067	97194001	1
ENSBTAG00000031461	SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	3	44657522	44775833	-1
ENSBTAG00000046839		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MZD8]	23	47328131	47352621	1
ENSBTAG00000004799	DENND2A	DENN domain containing 2A [Source:HGNC Symbol;Acc:HGNC:22212]	4	104715530	104781684	-1
ENSBTAG00000012860	PDZD11	PDZ domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28034]	X	85450103	85453009	1
ENSBTAG00000019237			23	47333403	47348212	-1
ENSBTAG00000000738	DAPK1	death-associated protein kinase 1  [Source:RefSeq peptide;Acc:NP_001192967]	8	82207240	82309507	1
ENSBTAG00000019234	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	23	47355128	47510231	-1
ENSBTAG00000015650	TNN	tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]	16	57788141	57847856	1
ENSBTAG00000018225	SIPA1L3	signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]	18	48140549	48244387	1
ENSBTAG00000008338	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	13	789380	1695139	1
ENSBTAG00000010550	EIF5A2	eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:HGNC:3301]	1	97308271	97324962	1
ENSBTAG00000018116	MTFP1	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]	17	71575829	71579430	1
ENSBTAG00000001731	GLYR1	Putative oxidoreductase GLYR1  [Source:UniProtKB/Swiss-Prot;Acc:A4FUF0]	25	3900572	3932342	-1
ENSBTAG00000013821	RIOK1	RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]	23	47789367	47806517	-1
ENSBTAG00000001403	PRKCI	protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]	1	97883430	97952160	-1
ENSBTAG00000012817	JAG1	jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]	13	3832286	3876681	-1
ENSBTAG00000031351	SEC14L4	SEC14-like protein 4  [Source:RefSeq peptide;Acc:NP_001069233]	17	71606712	71619967	-1
ENSBTAG00000019265	AGK	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	4	105639484	105740167	1
ENSBTAG00000005980	RREB1	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]	23	47900595	47959504	-1
ENSBTAG00000023562	KCNK6	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]	18	48398054	48406309	1
ENSBTAG00000019146	OSBP2	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]	17	71771703	71894872	1
ENSBTAG00000031444	LY86	lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]	23	48385430	48430965	-1
ENSBTAG00000021614	TASP1	taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]	13	7131227	7383858	-1
ENSBTAG00000020180	TMED5	transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]	3	50448643	50467156	1
ENSBTAG00000018072	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	23	48974674	49233786	-1
ENSBTAG00000002028	FAM69A	family with sequence similarity 69 member A [Source:HGNC Symbol;Acc:HGNC:32213]	3	50658412	50787190	1
ENSBTAG00000048213		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3N1D5]	8	83551682	83581560	-1
ENSBTAG00000003332	RPP40	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]	23	49410714	49420475	1
ENSBTAG00000015178	ECI2	enoyl-CoA delta isomerase 2, mitochondrial  [Source:RefSeq peptide;Acc:NP_001029414]	23	49907476	49923551	1
ENSBTAG00000035782	METTL22	methyltransferase like 22 [Source:HGNC Symbol;Acc:HGNC:28368]	25	7563334	7582174	1
ENSBTAG00000003100	SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]	17	72041477	72064312	1
ENSBTAG00000018153	NRBP1	nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]	11	72224816	72237348	-1
ENSBTAG00000019510	EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	11	72283254	72287762	1
ENSBTAG00000006378	RIPK1	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]	23	50420991	50446719	-1
ENSBTAG00000013999	FAM20B	family with sequence similarity 20 member B [Source:HGNC Symbol;Acc:HGNC:23017]	16	61810681	61852109	1
ENSBTAG00000015026	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]	16	61897894	61992970	-1
ENSBTAG00000019511	CDC123	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]	13	12199764	12246148	-1
ENSBTAG00000008996	SFI1	SFI1 centrin binding protein [Source:HGNC Symbol;Acc:HGNC:29064]	17	72339949	72425933	1
ENSBTAG00000004059	SOAT1	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	16	62068139	62128359	1
ENSBTAG00000017894	CAD	CAD protein  [Source:RefSeq peptide;Acc:NP_001178322]	11	72383287	72404747	-1
ENSBTAG00000019045	COMMD9	COMM domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25014]	15	67563703	67576723	-1
ENSBTAG00000013141	ACTRT3	actin related protein T3 [Source:HGNC Symbol;Acc:HGNC:24022]	1	98396412	98398345	1
ENSBTAG00000013858	C16orf72	chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]	25	7931600	7955194	1
ENSBTAG00000002407	TDRD5	tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]	16	62252880	62331493	1
ENSBTAG00000020958	LRRC8D	leucine rich repeat containing 8 family member D [Source:HGNC Symbol;Acc:HGNC:16992]	3	53475696	53606716	-1
ENSBTAG00000031267	SERPINB9	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]	23	50636583	50645574	1
ENSBTAG00000014474	API5	apoptosis inhibitor 5  [Source:RefSeq peptide;Acc:NP_001137555]	15	74303493	74321171	1
ENSBTAG00000012079	MYLK4	myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]	23	50735297	50800744	1
ENSBTAG00000012058			23	51117008	51453402	1
ENSBTAG00000026896	FOXF2	forkhead box F2 [Source:HGNC Symbol;Acc:HGNC:3810]	23	51549721	51553563	-1
ENSBTAG00000039571	PROSER2	proline and serine rich 2 [Source:HGNC Symbol;Acc:HGNC:23728]	13	12494415	12536635	-1
ENSBTAG00000030994		ankyrin repeat and sterile alpha motif domain-containing protein 1B  [Source:RefSeq peptide;Acc:NP_001095761]	5	63230086	63658310	-1
