Chromosome	Position	Coverage	# methylated	% methylated	# overlap	Gene ID	Distance from target	Gene feature	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	# overlap	Repeats region	Type	# overlap	CpG islands region	Interval shift	Type
13	64069275	18	0	0	2	ENSBTAG00000005969	0	promoter	EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]	13	64050711	64069300	-1				1	13:64068740-64069550	island	CpG:
13	64069275	18	0	0	3	ENSBTAG00000005969	0	utr5	EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]	13	64050711	64069300	-1				1	13:64068740-64069550	island	CpG:
13	64726060	14	0	0	1	ENSBTAG00000007930	0	promoter	NCOA6	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]	13	64639066	64726460	-1				1	13:64725919-64726782	island	CpG:
13	64726060	14	0	0	2	ENSBTAG00000007930	0	utr5	NCOA6	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]	13	64639066	64726460	-1				1	13:64725919-64726782	island	CpG:
13	65390692	12	11	91.6	1	ENSBTAG00000006021	0	intron	CEP250	centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]	13	65366076	65405852	1							
13	66158941	27	11	40.7											1	13:66158792-66158996	SINE				
13	66204682	45	41	91.1	1	ENSBTAG00000001741	0	tss	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	13	66204671	66292988	1				1	13:66204610-66205492	island	CpG:
13	66204682	45	41	91.1	2	ENSBTAG00000001741	0	promoter	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	13	66204671	66292988	1				1	13:66204610-66205492	island	CpG:
13	66204682	45	41	91.1	3	ENSBTAG00000001741	0	exon	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	13	66204671	66292988	1				1	13:66204610-66205492	island	CpG:
13	66352686	51	12	23.5	1	ENSBTAG00000005286	+1205		TGIF2	TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]	13	66334680	66351481	1							
13	66593872	20	0	0	1	ENSBTAG00000019621	0	promoter	NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]	13	66398147	66594149	-1				1	13:66593659-66594314	island	CpG:
13	66593872	20	0	0	2	ENSBTAG00000019621	0	utr5	NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]	13	66398147	66594149	-1				1	13:66593659-66594314	island	CpG:
13	66593872	20	0	0	3	ENSBTAG00000011541	0	intron	RBL1	RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]	13	66567169	66730589	-1				1	13:66593659-66594314	island	CpG:
13	68195017	61	2	3.2	1	ENSBTAG00000047894	0	tss	SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	13	68195057	68199035	1				1	13:68194735-68199960	island	CpG:
13	68195017	61	2	3.2	2	ENSBTAG00000047894	0	promoter	SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	13	68195057	68199035	1				1	13:68194735-68199960	island	CpG:
13	68321993	10	9	90	1	ENSBTAG00000000653	0	intron	PPP1R16B	protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]	13	68258627	68366080	1							
13	68586237	23	14	60.8																	
13	70951455	19	14	73.6											1	13:70951405-70951656	SINE				
13	72833732	32	31	96.8																	
13	73143900	23	12	52.1											1	13:73143713-73144234	LTR				
13	73401450	13	0	0	1	ENSBTAG00000016873	0	promoter	OSER1	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	13	73391554	73401614	-1				1	13:73401053-73402229	island	CpG:
13	73401450	13	0	0	2	ENSBTAG00000016873	0	utr5	OSER1	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	13	73391554	73401614	-1				1	13:73401053-73402229	island	CpG:
13	73437008	24	2	8.3	1	ENSBTAG00000002593	0	promoter	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	13	73436661	73461337	1				1	13:73436475-73436964	shore	CpG:
13	73437008	24	2	8.3	2	ENSBTAG00000002593	0	intron	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	13	73436661	73461337	1				1	13:73436475-73436964	shore	CpG:
13	73877479	30	23	76.6	1	ENSBTAG00000003382	-270		RIMS4	regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]	13	73877750	73897570	-1							
13	73877527	16	15	93.7	1	ENSBTAG00000003382	-222		RIMS4	regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]	13	73877750	73897570	-1							
13	75280824	14	7	50	1	ENSBTAG00000016742	0	intron			13	75267859	75284423	-1				1	13:75284280-75284787	shelves	CpG:
13	75367974	27	0	0	1	ENSBTAG00000000961	0	tss	NEURL2	neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16156]	13	75365123	75367907	-1				1	13:75367179-75368752	island	CpG:
13	75367974	27	0	0	2	ENSBTAG00000000961	0	promoter	NEURL2	neuralized E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16156]	13	75365123	75367907	-1				1	13:75367179-75368752	island	CpG:
13	75410583	31	16	51.6	1	ENSBTAG00000010126	0	exon	PCIF1	PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200]	13	75404993	75416988	1				1	13:75413971-75414655	shelves	CpG:
13	75456520	42	4	9.5	1	ENSBTAG00000020676	-9992		MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	13	75466513	75473824	1							
13	75813938	14	12	85.7	1	ENSBTAG00000003639	0	exon	ELMO2	engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]	13	75812624	75839560	-1				1	13:75809496-75809951	shelves	CpG:
13	76099066	12	12	100	1	ENSBTAG00000002942	0	exon	SLC2A10	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]	13	76091992	76103853	1				1	13:76098861-76099445	island	CpG:
13	76955734	17	9	52.9	1	ENSBTAG00000007490	0	intron	SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]	13	76879808	77005009	-1				1	13:76955373-76955785	island	CpG:
13	77696502	58	57	98.2											1	13:77696397-77696567	SINE				
13	78272764	18	3	16.6	1	ENSBTAG00000027320	0	intron	KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	13	78194165	78304515	-1							
13	78405747	20	14	70																	
13	78840767	33	18	54.5	1	ENSBTAG00000027316	-4468		UBE2V1	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]	13	78845236	78873171	-1				1	13:78840693-78841025	island	CpG:
13	79153798	31	27	87														1	13:79157581-79157808	shelves	CpG:
13	79329305	23	22	95.6	1	ENSBTAG00000012297	0	exon	FAM65C	family with sequence similarity 65 member C [Source:HGNC Symbol;Acc:HGNC:16168]	13	79329173	79355665	-1				1	13:79328682-79329178	shore	CpG:
13	79329305	23	22	95.6	1	ENSBTAG00000012297	0	exon	FAM65C	family with sequence similarity 65 member C [Source:HGNC Symbol;Acc:HGNC:16168]	13	79329173	79355665	-1				2	13:79329579-79329911	shore	CpG:
13	79329305	23	22	95.6	1	ENSBTAG00000012297	0	exon	FAM65C	family with sequence similarity 65 member C [Source:HGNC Symbol;Acc:HGNC:16168]	13	79329173	79355665	-1				3	13:79327207-79327419	shore	CpG:
13	79383293	13	13	100														1	13:79384252-79384621	shore	CpG:
13	79703821	23	23	100																	
13	79902151	15	11	73.3																	
13	80093996	19	17	89.4	1	ENSBTAG00000018270	0	exon	NFATC2	nuclear factor of activated T-cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	13	80015601	80114072	-1				1	13:80093596-80094435	island	CpG:
13	80150692	26	7	26.9																	
13	80223158	16	11	68.7	1	ENSBTAG00000007962	0	exon	ATP9A	ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]	13	80167668	80262763	-1				1	13:80223105-80223642	island	CpG:
13	80232026	15	14	93.3	1	ENSBTAG00000007962	0	intron	ATP9A	ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]	13	80167668	80262763	-1	1	13:80231895-80232034	SINE	1	13:80235054-80235701	shelves	CpG:
13	80555958	31	1	3.2	1	ENSBTAG00000047987	+2675				13	80553198	80553283	-1				1	13:80555750-80556692	island	CpG:
13	81025689	21	14	66.6														1	13:81022072-81022360	shelves	CpG:
13	81119796	10	7	70											1	13:81119027-81120330	LINE				
13	81481655	21	14	66.6																	
13	81559392	29	29	100														1	13:81558812-81559240	shore	CpG:
13	81609394	40	26	65	1	ENSBTAG00000007917	+5305		TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]	13	81601021	81604089	1	1	13:81609301-81609433	SINE				
13	81874307	17	0	0																	
13	81987946	27	26	96.2																	
13	82269925	13	13	100	1	ENSBTAG00000000835	+9935		BCAS1	breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:974]	13	82162091	82259990	-1							
14	158691	40	21	52.5																	
14	399275	18	15	83.3	1	ENSBTAG00000044546	+2756		5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	14	396452	396519	-1				1	14:398495-401415	island	CpG:
14	405104	57	14	24.5	1	ENSBTAG00000046592	-7001		U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	14	412106	412212	1	1	14:404962-405147	SINE	1	14:405290-406404	shore	CpG:
14	405104	57	14	24.5	1	ENSBTAG00000046592	-7001		U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	14	412106	412212	1	1	14:404962-405147	SINE	2	14:403983-404470	shore	CpG:
14	512893	10	1	10											1	14:512687-513085	LINE				
14	954295	64	60	93.7	1	ENSBTAG00000045557	-259		5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	14	954555	954673	1				1	14:953936-954549	island	CpG:
14	1412760	38	0	0														1	14:1412461-1413407	island	CpG:
14	1486367	39	7	17.9	1	ENSBTAG00000000879	-998		C8orf33	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]	14	1487366	1489409	1				1	14:1486343-1486702	island	CpG:
14	1568031	29	28	96.5	1	ENSBTAG00000045478	0	promoter	bta-mir-2308	bta-mir-2308 [Source:miRBase;Acc:MI0011321]	14	1566933	1567001	1				1	14:1567794-1568179	island	CpG:
14	1568031	29	28	96.5	2	ENSBTAG00000007186	0	exon	ARHGAP39	Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]	14	1563866	1600378	1				1	14:1567794-1568179	island	CpG:
14	1633356	41	35	85.3	1	ENSBTAG00000007834	0	promoter	PPP1R16A	protein phosphatase 1 regulatory subunit 16A [Source:HGNC Symbol;Acc:HGNC:14941]	14	1628814	1633988	-1				1	14:1629585-1630643	shelves	CpG:
14	1633356	41	35	85.3	2	ENSBTAG00000007834	0	utr5	PPP1R16A	protein phosphatase 1 regulatory subunit 16A [Source:HGNC Symbol;Acc:HGNC:14941]	14	1628814	1633988	-1				1	14:1629585-1630643	shelves	CpG:
14	1739566	16	16	100	1	ENSBTAG00000008355	0	exon	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]	14	1728207	1742670	1				1	14:1741318-1741664	shore	CpG:
14	1756177	21	0	0	1	ENSBTAG00000011064	0	promoter	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	14	1742714	1756301	-1				1	14:1755800-1756481	island	CpG:
14	1756177	21	0	0	2	ENSBTAG00000011064	0	intron	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	14	1742714	1756301	-1				1	14:1755800-1756481	island	CpG:
14	1766594	23	0	0	1	ENSBTAG00000000857	0	tss		G protein-coupled receptor 172B; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q148E5]	14	1763994	1766621	-1				1	14:1766131-1767459	island	CpG:
14	1766594	23	0	0	2	ENSBTAG00000000857	0	promoter		G protein-coupled receptor 172B; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q148E5]	14	1763994	1766621	-1				1	14:1766131-1767459	island	CpG:
14	1766594	23	0	0	3	ENSBTAG00000000857	0	utr5		G protein-coupled receptor 172B; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q148E5]	14	1763994	1766621	-1				1	14:1766131-1767459	island	CpG:
14	1787527	20	2	10	1	ENSBTAG00000046208	0	exon	SCRT1	scratch family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:15950]	14	1782901	1788087	1	1	14:1787466-1787582	Low_complexity	1	14:1787128-1789500	island	CpG:
14	1794370	36	34	94.4	1	ENSBTAG00000026356	-980		DGAT1	diacylglycerol O-acyltransferase 1  [Source:RefSeq peptide;Acc:NP_777118]	14	1795351	1804562	1				1	14:1794804-1795877	shore	CpG:
14	1840128	23	5	21.7	1	ENSBTAG00000009816	0	tss	SCX	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]	14	1838135	1840081	-1	1	14:1840084-1840140	Simple_repeat	1	14:1839558-1840426	island	CpG:
14	1840128	23	5	21.7	2	ENSBTAG00000009816	0	promoter	SCX	scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]	14	1838135	1840081	-1	1	14:1840084-1840140	Simple_repeat	1	14:1839558-1840426	island	CpG:
14	1840128	23	5	21.7	3	ENSBTAG00000009811	0	intron	BOP1	block of proliferation 1 [Source:HGNC Symbol;Acc:HGNC:15519]	14	1825982	1844587	1	1	14:1840084-1840140	Simple_repeat	1	14:1839558-1840426	island	CpG:
14	1958816	16	7	43.7	1	ENSBTAG00000017281	0	promoter	OPLAH	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	14	1957554	1966646	1				1	14:1958942-1959318	shore	CpG:
14	1958816	16	7	43.7	1	ENSBTAG00000017281	0	promoter	OPLAH	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	14	1957554	1966646	1				2	14:1956585-1957038	shore	CpG:
14	1958816	16	7	43.7	2	ENSBTAG00000017281	0	intron	OPLAH	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	14	1957554	1966646	1				1	14:1958942-1959318	shore	CpG:
14	1958816	16	7	43.7	2	ENSBTAG00000017281	0	intron	OPLAH	5-oxoprolinase (ATP-hydrolysing) [Source:HGNC Symbol;Acc:HGNC:8149]	14	1957554	1966646	1				2	14:1956585-1957038	shore	CpG:
14	2217038	13	11	84.6														1	14:2216750-2217096	island	CpG:
14	2248718	28	19	67.8	1	ENSBTAG00000040360	-4458		CCDC166	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]	14	2253177	2254950	1	1	14:2248665-2248737	SINE	1	14:2247920-2248614	shore	CpG:
14	2266761	21	18	85.7	1	ENSBTAG00000045791	0	promoter	ZNF623	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]	14	2266062	2267715	-1				1	14:2266698-2267007	island	CpG:
14	2266761	21	18	85.7	2	ENSBTAG00000045791	0	exon	ZNF623	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]	14	2266062	2267715	-1				1	14:2266698-2267007	island	CpG:
14	2288415	29	1	3.4	1	ENSBTAG00000034691	-139		TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	14	2288555	2293395	1				1	14:2288319-2288986	island	CpG:
14	2296858	12	8	66.6	1	ENSBTAG00000034691	+3463		TSTA3	tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]	14	2288555	2293395	1				1	14:2296827-2297045	island	CpG:
14	2307236	32	31	96.8	1	ENSBTAG00000016810	0	intron	PYCRL	pyrroline-5-carboxylate reductase-like [Source:HGNC Symbol;Acc:HGNC:25846]	14	2301587	2309099	1							
14	2335066	38	2	5.2	1	ENSBTAG00000034613	0	intron	MROH6	maestro heat like repeat family member 6 [Source:HGNC Symbol;Acc:HGNC:27814]	14	2332751	2337785	1				1	14:2334834-2335862	island	CpG:
14	2382849	15	12	80	1	ENSBTAG00000021472	0	intron	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	14	2354390	2418557	1				1	14:2384369-2384845	shore	CpG:
14	2456937	19	9	47.3	1	ENSBTAG00000002104	-5606		RHPN1	rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	14	2462544	2471434	-1				1	14:2459185-2459425	shelves	CpG:
14	2483194	33	32	96.9														1	14:2483108-2483312	island	CpG:
14	2517408	13	0	0	1	ENSBTAG00000003606	0	intron			14	2512226	2540475	-1				1	14:2516939-2517892	island	CpG:
14	2527213	26	26	100	1	ENSBTAG00000003606	0	intron			14	2512226	2540475	-1				1	14:2526136-2527346	island	CpG:
14	2552567	13	7	53.8																	
14	2792249	20	20	100	1	ENSBTAG00000034498	-9133		LY6D	lymphocyte antigen 6 complex, locus D [Source:HGNC Symbol;Acc:HGNC:13348]	14	2801383	2803020	1							
14	2828578	23	13	56.5	1	ENSBTAG00000016210	-706		LYPD2	LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]	14	2829285	2831334	1				1	14:2829238-2829461	shore	CpG:
14	2960518	10	6	60	1	ENSBTAG00000006385	0	intron	ADGRB1	adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]	14	2948972	3014380	-1				1	14:2958453-2958857	shore	CpG:
14	3131241	25	20	80	1	ENSBTAG00000009974	0	exon	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	14	3054763	3171546	1				1	14:3128599-3129523	shore	CpG:
14	3132430	18	18	100	1	ENSBTAG00000009974	0	intron	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	14	3054763	3171546	1				1	14:3135033-3135277	shelves	CpG:
14	3132430	18	18	100	1	ENSBTAG00000009974	0	intron	TSNARE1	t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]	14	3054763	3171546	1				2	14:3128599-3129523	shelves	CpG:
14	3403725	12	0	0																	
14	3449054	22	2	9																	
14	3627027	34	20	58.8														1	14:3626482-3626878	shore	CpG:
14	3725719	10	6	60	1	ENSBTAG00000008597	0	intron	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	14	3711837	3739970	1				1	14:3725401-3725902	island	CpG:
14	3736879	23	19	82.6	1	ENSBTAG00000008597	0	intron	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	14	3711837	3739970	1				1	14:3734169-3737464	island	CpG:
14	3739811	13	12	92.3	1	ENSBTAG00000008597	0	utr3	SLC45A4	solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]	14	3711837	3739970	1				1	14:3739330-3739846	island	CpG:
14	3807800	12	10	83.3																	
14	3975205	37	3	8.1	1	ENSBTAG00000009578	0	intron	PTK2	PTK2 protein tyrosine kinase 2  [Source:RefSeq peptide;Acc:NP_001068718]	14	3870893	4065010	1							
14	4419004	14	10	71.4	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1				1	14:4417173-4419831	island	CpG:
14	4441438	11	10	90.9	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1				1	14:4442033-4442404	shore	CpG:
14	4574592	19	14	73.6	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1				1	14:4574341-4574548	shore	CpG:
14	4588816	13	10	76.9	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1							
14	4592400	31	15	48.3	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1	1	14:4592297-4592438	LINE	1	14:4593126-4593458	shore	CpG:
14	4595106	11	11	100	1	ENSBTAG00000013955	0	intron	TRAPPC9	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	14	4229512	4616552	1				1	14:4593126-4593458	shore	CpG:
14	4670930	27	21	77.7	1	ENSBTAG00000047488	0	intron	KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	14	4644332	4741649	1	1	14:4670881-4670950	SINE				
14	4852189	27	18	66.6											1	14:4851997-4852218	LINE				
14	4917217	143	114	79.7											1	14:4917055-4922144	Satellite				
14	4921302	16	9	56.2											1	14:4917055-4922144	Satellite				
14	7487887	10	8	80	1	ENSBTAG00000002181	0	intron	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]	14	7440523	7582740	-1							
14	7608963	38	6	15.7																	
14	9084902	26	21	80.7											1	14:9084658-9085016	LINE				
14	9417028	50	50	100	1	ENSBTAG00000007823	0	intron	TG	thyroglobulin precursor  [Source:RefSeq peptide;Acc:NP_776308]	14	9262251	9508938	-1				1	14:9416959-9417540	island	CpG:
14	11037135	43	2	4.6	1	ENSBTAG00000014600	0	intron	ADCY8	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]	14	10821670	11047549	1	1	14:11036898-11037318	LTR				
14	11411778	12	4	33.3	1	ENSBTAG00000003185	0	utr5	ASAP1	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1  [Source:RefSeq peptide;Acc:NP_787015]	14	11327981	11696284	1							
14	11884107	13	13	100	1	ENSBTAG00000017478	-7920		GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	14	11892028	11907430	-1							
14	13636360	23	13	56.5											1	14:13636101-13636379	LINE				
14	14129599	13	13	100																	
14	14129911	14	14	100																	
14	15464793	15	0	0	1	ENSBTAG00000026172	0	promoter	FAM84B	family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]	14	15464448	15469509	1				1	14:15463994-15466276	island	CpG:
14	15464793	15	0	0	2	ENSBTAG00000026172	0	utr5	FAM84B	family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]	14	15464448	15469509	1				1	14:15463994-15466276	island	CpG:
14	16275368	32	8	25											1	14:16275060-16275615	LTR				
14	17254409	26	0	0	1	ENSBTAG00000022114	-340		TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	14	17254750	17298970	1	1	14:17254364-17254437	Simple_repeat	1	14:17253732-17255413	island	CpG:
14	17919420	39	1	2.5	1	ENSBTAG00000016194	-402		FBXO32	F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]	14	17919823	17951894	1				1	14:17918743-17920030	island	CpG:
14	18005978	16	16	100	1	ENSBTAG00000009916	-9461		WDYHV1	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]	14	18015440	18033296	-1	1	14:18005925-18006076	SINE				
14	18006068	18	16	88.8	1	ENSBTAG00000009916	-9371		WDYHV1	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]	14	18015440	18033296	-1	1	14:18005925-18006076	SINE				
14	18208484	23	0	0	1	ENSBTAG00000005877	+7208		FAM83A	family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]	14	18182442	18201276	-1							
14	21165042	17	0	0	1	ENSBTAG00000046325	0	promoter			14	21164873	21192165	1				1	14:21163816-21165781	island	CpG:
